ticket_id,customer_id,issue_type,created_date,resolution_time_hours,ai_preventable,potential_savings
TKT002067,CUST001205,Plan Optimization,2024-11-23,18,TRUE,15
TKT002068,CUST002266,Plan Optimization,2023-05-26,8,TRUE,15
TKT002069,CUST000112,Service Outage,2023-04-19,0.5,FALSE,0
TKT002070,CUST003818,Network Issue,2023-03-08,3.5,FALSE,0
TKT002071,CUST002266,Billing Error,2024-02-18,20,TRUE,25
TKT002072,CUST004832,Billing Error,2023-07-27,13,TRUE,25
TKT002073,CUST001720,Network Issue,2024-02-24,1.5,FALSE,0
TKT002074,CUST002430,Overage Surprise,2025-06-23,0.25,TRUE,35
TKT002075,CUST002440,Service Outage,2024-10-10,1.5,FALSE,0
TKT002076,CUST001663,Billing Error,2024-06-16,24,TRUE,25
TKT002077,CUST000585,Roaming Charges,2023-07-28,3.25,TRUE,45
TKT002078,CUST004391,Payment Failure,2023-08-11,7.25,TRUE,10
TKT002079,CUST000309,Service Outage,2023-07-07,2.5,FALSE,0
TKT002080,CUST000642,Account Security,2024-12-26,6.25,FALSE,0
TKT002081,CUST004327,Feature Confusion,2024-07-27,6.25,FALSE,0
TKT002082,CUST001951,Network Issue,2023-06-28,1.5,FALSE,0
TKT002083,CUST000314,Billing Error,2024-08-29,16,TRUE,25
TKT002084,CUST002652,Roaming Charges,2024-01-10,4.25,TRUE,45
TKT002085,CUST002235,Account Security,2024-08-23,3.25,FALSE,0
TKT002086,CUST004586,Feature Confusion,2023-12-30,0.25,FALSE,0
TKT002087,CUST004797,Overage Surprise,2025-03-24,5.25,TRUE,35
TKT002088,CUST003205,Billing Error,2024-08-29,18,TRUE,25
TKT002089,CUST003979,Service Outage,2024-01-25,1.5,FALSE,0
TKT002090,CUST004695,Service Outage,2023-11-01,0.5,FALSE,0
TKT002091,CUST004036,Plan Optimization,2023-02-02,3,TRUE,15
TKT002092,CUST000186,Network Issue,2024-01-12,0.5,FALSE,0
TKT002093,CUST000716,Service Outage,2024-06-18,2.5,FALSE,0
TKT002094,CUST003402,Service Outage,2023-12-04,0.5,FALSE,0
TKT002095,CUST003094,Roaming Charges,2025-05-25,7.25,TRUE,45
TKT002096,CUST002241,Feature Confusion,2025-03-18,0.25,FALSE,0
TKT002097,CUST000003,Feature Confusion,2025-04-15,5.25,FALSE,0
TKT002098,CUST003321,Service Outage,2025-05-06,2.5,FALSE,0
TKT002099,CUST004269,Account Security,2024-12-30,2.25,FALSE,0
TKT002100,CUST002704,Network Issue,2024-12-12,1.5,FALSE,0
TKT002101,CUST003062,Roaming Charges,2024-05-03,4.25,TRUE,45
TKT002102,CUST004632,Roaming Charges,2023-03-12,4.25,TRUE,45
TKT002103,CUST002644,Network Issue,2024-09-25,1.5,FALSE,0
TKT002104,CUST003188,Roaming Charges,2025-09-06,7.25,TRUE,45
TKT002105,CUST003367,Billing Error,2024-06-24,1,TRUE,25
TKT002106,CUST001252,Overage Surprise,2023-11-15,5.25,TRUE,35
TKT002107,CUST000393,Billing Error,2024-05-06,17,TRUE,25
TKT002108,CUST000904,Billing Error,2023-07-25,19,TRUE,25
TKT002109,CUST004065,Billing Error,2024-05-29,21,TRUE,25
TKT002110,CUST001811,Account Security,2024-07-11,0.25,FALSE,0
TKT002111,CUST004235,Service Outage,2023-08-14,2.5,FALSE,0
TKT002112,CUST003123,Overage Surprise,2023-07-22,7.25,TRUE,35
TKT002113,CUST000139,Roaming Charges,2024-02-02,7.25,TRUE,45
TKT002114,CUST003586,Roaming Charges,2024-12-21,4.25,TRUE,45
TKT002115,CUST004115,Service Outage,2025-07-14,1.5,FALSE,0
TKT002116,CUST002413,Service Outage,2025-05-10,3.5,FALSE,0
TKT002117,CUST004288,Network Issue,2024-05-24,3.5,FALSE,0
TKT002118,CUST001616,Plan Optimization,2025-06-15,13,TRUE,15
TKT002119,CUST002646,Feature Confusion,2024-11-01,7.25,FALSE,0
TKT002120,CUST000773,Plan Optimization,2024-03-29,23,TRUE,15
TKT002121,CUST000338,Account Security,2024-05-29,5.25,FALSE,0
TKT002122,CUST004875,Roaming Charges,2024-03-08,5.25,TRUE,45
TKT002123,CUST003392,Service Outage,2023-05-11,2.5,FALSE,0
TKT002124,CUST004094,Overage Surprise,2024-10-08,6.25,TRUE,35
TKT002125,CUST002911,Plan Optimization,2024-09-22,12,TRUE,15
TKT002126,CUST002197,Service Outage,2023-04-25,2.5,FALSE,0
TKT002127,CUST002804,Overage Surprise,2023-03-05,2.25,TRUE,35
TKT002128,CUST000811,Feature Confusion,2023-09-10,5.25,FALSE,0
TKT002129,CUST002574,Feature Confusion,2023-04-02,7.25,FALSE,0
TKT002130,CUST002100,Payment Failure,2024-10-12,5.25,TRUE,10
TKT002131,CUST000904,Payment Failure,2025-03-10,0.25,TRUE,10
TKT002132,CUST001562,Overage Surprise,2025-09-09,1.25,TRUE,35
TKT002133,CUST002276,Billing Error,2024-11-16,1,TRUE,25
TKT002134,CUST003595,Payment Failure,2023-03-05,4.25,TRUE,10
TKT002135,CUST004956,Plan Optimization,2025-08-23,19,TRUE,15
TKT002136,CUST000471,Network Issue,2024-06-18,3.5,FALSE,0
TKT002137,CUST001772,Overage Surprise,2024-12-31,0.25,TRUE,35
TKT002138,CUST002461,Payment Failure,2023-05-14,2.25,TRUE,10
TKT002139,CUST002534,Feature Confusion,2023-08-17,4.25,FALSE,0
TKT002140,CUST002697,Feature Confusion,2025-08-18,6.25,FALSE,0
TKT002141,CUST004919,Plan Optimization,2025-07-08,18,TRUE,15
TKT002142,CUST000549,Roaming Charges,2023-09-29,1.25,TRUE,45
TKT002143,CUST002190,Payment Failure,2025-09-07,4.25,TRUE,10
TKT002144,CUST002750,Account Security,2023-07-20,4.25,FALSE,0
TKT002145,CUST004841,Overage Surprise,2025-09-11,1.25,TRUE,35
TKT002146,CUST004827,Payment Failure,2024-09-18,6.25,TRUE,10
TKT002147,CUST004721,Feature Confusion,2024-04-15,7.25,FALSE,0
TKT002148,CUST003892,Payment Failure,2024-04-15,1.25,TRUE,10
TKT002149,CUST003643,Plan Optimization,2024-03-28,23,TRUE,15
TKT002150,CUST002218,Feature Confusion,2023-01-31,2.25,FALSE,0
TKT002151,CUST004249,Service Outage,2025-08-29,0.5,FALSE,0
TKT002152,CUST002651,Roaming Charges,2024-08-31,7.25,TRUE,45
TKT002153,CUST003942,Service Outage,2025-06-21,3.5,FALSE,0
TKT002154,CUST003624,Roaming Charges,2023-02-23,6.25,TRUE,45
TKT002155,CUST001312,Plan Optimization,2025-06-02,22,TRUE,15
TKT002156,CUST004151,Service Outage,2023-12-15,1.5,FALSE,0
TKT002157,CUST002812,Payment Failure,2024-10-31,0.25,TRUE,10
TKT002158,CUST002544,Network Issue,2023-06-12,2.5,FALSE,0
TKT002159,CUST002404,Account Security,2024-09-04,5.25,FALSE,0
TKT002160,CUST003342,Account Security,2023-11-13,6.25,FALSE,0
TKT002161,CUST001893,Plan Optimization,2024-05-29,10,TRUE,15
TKT002162,CUST002038,Roaming Charges,2024-02-11,4.25,TRUE,45
TKT002163,CUST002129,Roaming Charges,2024-08-22,1.25,TRUE,45
TKT002164,CUST004777,Billing Error,2023-02-08,7,TRUE,25
TKT002165,CUST000684,Network Issue,2023-03-12,0.5,FALSE,0
TKT002166,CUST000318,Payment Failure,2023-01-09,7.25,TRUE,10
TKT002167,CUST003951,Account Security,2023-01-30,7.25,FALSE,0
TKT002168,CUST000425,Overage Surprise,2023-09-28,3.25,TRUE,35
TKT002169,CUST002401,Billing Error,2024-02-29,23,TRUE,25
TKT002170,CUST000953,Feature Confusion,2024-01-20,1.25,FALSE,0
TKT002171,CUST001316,Network Issue,2025-08-23,1.5,FALSE,0
TKT002172,CUST002412,Network Issue,2025-05-06,1.5,FALSE,0
TKT002173,CUST001636,Plan Optimization,2023-04-16,22,TRUE,15
TKT002174,CUST004418,Overage Surprise,2025-02-24,6.25,TRUE,35
TKT002175,CUST001637,Account Security,2025-01-16,7.25,FALSE,0
TKT002176,CUST002535,Service Outage,2024-05-15,2.5,FALSE,0
TKT002177,CUST001342,Service Outage,2023-03-15,3.5,FALSE,0
TKT002178,CUST000302,Overage Surprise,2024-07-08,3.25,TRUE,35
TKT002179,CUST003569,Billing Error,2025-03-03,13,TRUE,25
TKT002180,CUST002913,Service Outage,2025-05-14,3.5,FALSE,0
TKT002181,CUST004576,Account Security,2023-04-20,7.25,FALSE,0
TKT002182,CUST000871,Feature Confusion,2023-06-09,3.25,FALSE,0
TKT002183,CUST003940,Network Issue,2023-08-21,3.5,FALSE,0
TKT002184,CUST004575,Network Issue,2023-05-11,0.5,FALSE,0
TKT002185,CUST000354,Feature Confusion,2024-12-05,2.25,FALSE,0
TKT002186,CUST002251,Account Security,2023-08-22,2.25,FALSE,0
TKT002187,CUST000637,Roaming Charges,2025-04-05,0.25,TRUE,45
TKT002188,CUST002321,Plan Optimization,2025-06-25,20,TRUE,15
TKT002189,CUST003977,Payment Failure,2023-01-02,4.25,TRUE,10
TKT002190,CUST004898,Network Issue,2023-12-01,0.5,FALSE,0
TKT002191,CUST003332,Network Issue,2025-07-20,0.5,FALSE,0
TKT002192,CUST001709,Payment Failure,2025-04-26,0.25,TRUE,10
TKT002193,CUST001649,Feature Confusion,2024-04-26,5.25,FALSE,0
TKT002194,CUST003390,Overage Surprise,2025-04-07,2.25,TRUE,35
TKT002195,CUST002425,Overage Surprise,2024-02-15,2.25,TRUE,35
TKT002196,CUST004196,Billing Error,2024-01-24,22,TRUE,25
TKT002197,CUST004199,Payment Failure,2023-01-04,6.25,TRUE,10
TKT002198,CUST001890,Billing Error,2023-12-18,7,TRUE,25
TKT002199,CUST003367,Feature Confusion,2025-07-14,0.25,FALSE,0
TKT002200,CUST004200,Roaming Charges,2024-12-28,0.25,TRUE,45
TKT002201,CUST001796,Payment Failure,2024-09-21,1.25,TRUE,10
TKT002202,CUST001754,Roaming Charges,2023-04-01,2.25,TRUE,45
TKT002203,CUST000360,Payment Failure,2023-07-17,5.25,TRUE,10
TKT002204,CUST002441,Network Issue,2023-08-25,2.5,FALSE,0
TKT002205,CUST003613,Service Outage,2023-12-13,3.5,FALSE,0
TKT002206,CUST004143,Payment Failure,2024-09-16,3.25,TRUE,10
TKT002207,CUST002990,Service Outage,2023-11-14,3.5,FALSE,0
TKT002208,CUST002344,Service Outage,2024-04-09,0.5,FALSE,0
TKT002209,CUST003144,Plan Optimization,2023-01-18,6,TRUE,15
TKT002210,CUST002258,Service Outage,2024-01-16,2.5,FALSE,0
TKT002211,CUST003292,Plan Optimization,2023-10-14,14,TRUE,15
TKT002212,CUST003148,Roaming Charges,2023-12-13,7.25,TRUE,45
TKT002213,CUST002708,Overage Surprise,2023-02-11,1.25,TRUE,35
TKT002214,CUST002491,Service Outage,2025-05-20,2.5,FALSE,0
TKT002215,CUST004990,Account Security,2024-02-11,7.25,FALSE,0
TKT002216,CUST001784,Billing Error,2025-08-02,7,TRUE,25
TKT002217,CUST001300,Feature Confusion,2025-06-01,3.25,FALSE,0
TKT002218,CUST000774,Account Security,2023-02-22,3.25,FALSE,0
TKT002219,CUST001249,Network Issue,2024-06-15,1.5,FALSE,0
TKT002220,CUST000042,Billing Error,2023-10-18,13,TRUE,25
TKT002221,CUST004717,Overage Surprise,2023-10-03,2.25,TRUE,35
TKT002222,CUST001792,Feature Confusion,2023-03-25,7.25,FALSE,0
TKT002223,CUST002634,Plan Optimization,2024-02-22,8,TRUE,15
TKT002224,CUST001640,Plan Optimization,2023-12-05,16,TRUE,15
TKT002225,CUST002885,Billing Error,2023-08-02,11,TRUE,25
TKT002226,CUST001763,Roaming Charges,2024-06-23,6.25,TRUE,45
TKT002227,CUST000120,Feature Confusion,2023-07-05,5.25,FALSE,0
TKT002228,CUST002747,Network Issue,2023-11-18,0.5,FALSE,0
TKT002229,CUST002885,Plan Optimization,2024-04-20,4,TRUE,15
TKT002230,CUST001977,Roaming Charges,2023-02-01,7.25,TRUE,45
TKT002231,CUST002643,Feature Confusion,2025-03-22,1.25,FALSE,0
TKT002232,CUST003190,Overage Surprise,2023-12-18,1.25,TRUE,35
TKT002233,CUST000860,Overage Surprise,2024-07-15,0.25,TRUE,35
TKT002234,CUST004885,Account Security,2023-01-11,1.25,FALSE,0
TKT002235,CUST002561,Service Outage,2023-02-10,3.5,FALSE,0
TKT002236,CUST004264,Network Issue,2025-04-10,0.5,FALSE,0
TKT002237,CUST001862,Service Outage,2024-05-06,3.5,FALSE,0
TKT002238,CUST004297,Overage Surprise,2024-12-29,3.25,TRUE,35
TKT002239,CUST001736,Service Outage,2025-08-03,3.5,FALSE,0
TKT002240,CUST002648,Network Issue,2023-01-07,0.5,FALSE,0
TKT002241,CUST002639,Feature Confusion,2024-10-23,2.25,FALSE,0
TKT002242,CUST000687,Feature Confusion,2024-11-01,7.25,FALSE,0
TKT002243,CUST004534,Network Issue,2023-01-25,0.5,FALSE,0
TKT002244,CUST003333,Roaming Charges,2023-11-21,3.25,TRUE,45
TKT002245,CUST004078,Roaming Charges,2025-08-02,2.25,TRUE,45
TKT002246,CUST000432,Network Issue,2023-11-02,0.5,FALSE,0
TKT002247,CUST004320,Payment Failure,2023-05-03,4.25,TRUE,10
TKT002248,CUST000545,Network Issue,2023-08-23,3.5,FALSE,0
TKT002249,CUST003088,Service Outage,2025-05-01,1.5,FALSE,0
TKT002250,CUST003004,Account Security,2025-01-10,3.25,FALSE,0
TKT002251,CUST004786,Plan Optimization,2024-06-24,7,TRUE,15
TKT002252,CUST004900,Roaming Charges,2025-09-13,4.25,TRUE,45
TKT002253,CUST003664,Payment Failure,2025-06-13,1.25,TRUE,10
TKT002254,CUST004141,Roaming Charges,2024-08-04,4.25,TRUE,45
TKT002255,CUST004202,Payment Failure,2025-05-02,2.25,TRUE,10
TKT002256,CUST000227,Overage Surprise,2023-03-29,0.25,TRUE,35
TKT002257,CUST000815,Overage Surprise,2025-07-27,7.25,TRUE,35
TKT002258,CUST004667,Payment Failure,2023-01-16,2.25,TRUE,10
TKT002259,CUST002553,Account Security,2023-12-05,5.25,FALSE,0
TKT002260,CUST001076,Account Security,2023-06-13,0.25,FALSE,0
TKT002261,CUST000434,Payment Failure,2024-12-25,6.25,TRUE,10
TKT002262,CUST003634,Feature Confusion,2023-09-15,7.25,FALSE,0
TKT002263,CUST003504,Account Security,2023-06-27,0.25,FALSE,0
TKT002264,CUST002790,Billing Error,2025-08-07,10,TRUE,25
TKT002265,CUST000042,Feature Confusion,2024-09-07,7.25,FALSE,0
TKT002266,CUST003217,Billing Error,2023-11-26,14,TRUE,25
TKT002267,CUST001148,Plan Optimization,2023-11-01,23,TRUE,15
TKT002268,CUST003881,Service Outage,2023-06-04,0.5,FALSE,0
TKT002269,CUST002364,Plan Optimization,2023-07-16,15,TRUE,15
TKT002270,CUST002805,Payment Failure,2023-06-21,0.25,TRUE,10
TKT002271,CUST000316,Feature Confusion,2025-02-10,7.25,FALSE,0
TKT002272,CUST000144,Service Outage,2024-03-21,2.5,FALSE,0
TKT002273,CUST002386,Roaming Charges,2023-04-25,4.25,TRUE,45
TKT002274,CUST003077,Overage Surprise,2023-08-10,5.25,TRUE,35
TKT002275,CUST001909,Payment Failure,2024-07-01,1.25,TRUE,10
TKT002276,CUST003383,Plan Optimization,2023-04-14,17,TRUE,15
TKT002277,CUST004655,Plan Optimization,2023-01-05,9,TRUE,15
TKT002278,CUST002894,Feature Confusion,2023-05-20,6.25,FALSE,0
TKT002279,CUST000643,Payment Failure,2023-06-03,4.25,TRUE,10
TKT002280,CUST001491,Billing Error,2023-06-15,8,TRUE,25
TKT002281,CUST003890,Payment Failure,2024-10-21,0.25,TRUE,10
TKT002282,CUST002824,Account Security,2023-02-01,6.25,FALSE,0
TKT002283,CUST000893,Plan Optimization,2023-04-21,24,TRUE,15
TKT002284,CUST001410,Plan Optimization,2025-06-23,20,TRUE,15
TKT002285,CUST004611,Payment Failure,2023-06-20,5.25,TRUE,10
TKT002286,CUST000108,Account Security,2023-03-13,2.25,FALSE,0
TKT002287,CUST004410,Overage Surprise,2024-07-28,6.25,TRUE,35
TKT002288,CUST000903,Account Security,2024-07-16,3.25,FALSE,0
TKT002289,CUST001513,Plan Optimization,2025-02-19,18,TRUE,15
TKT002290,CUST002323,Billing Error,2024-12-25,1,TRUE,25
TKT002291,CUST001568,Billing Error,2024-09-09,11,TRUE,25
TKT002292,CUST004391,Payment Failure,2024-01-27,6.25,TRUE,10
TKT002293,CUST003155,Roaming Charges,2024-08-11,4.25,TRUE,45
TKT002294,CUST001344,Network Issue,2024-10-15,1.5,FALSE,0
TKT002295,CUST002229,Overage Surprise,2023-07-29,3.25,TRUE,35
TKT002296,CUST002050,Plan Optimization,2024-09-25,17,TRUE,15
TKT002297,CUST003144,Payment Failure,2023-05-06,1.25,TRUE,10
TKT002298,CUST002163,Network Issue,2024-05-06,1.5,FALSE,0
TKT002299,CUST002099,Plan Optimization,2024-11-13,4,TRUE,15
TKT002300,CUST001811,Payment Failure,2023-08-01,5.25,TRUE,10
TKT002301,CUST000782,Plan Optimization,2025-02-23,9,TRUE,15
TKT002302,CUST000655,Feature Confusion,2024-11-23,4.25,FALSE,0
TKT002303,CUST004204,Service Outage,2024-08-05,2.5,FALSE,0
TKT002304,CUST000376,Payment Failure,2024-04-21,5.25,TRUE,10
TKT002305,CUST001467,Feature Confusion,2025-03-11,6.25,FALSE,0
TKT002306,CUST000708,Payment Failure,2023-04-26,1.25,TRUE,10
TKT002307,CUST002856,Service Outage,2025-05-15,2.5,FALSE,0
TKT002308,CUST003004,Feature Confusion,2024-05-15,6.25,FALSE,0
TKT002309,CUST003642,Overage Surprise,2025-03-15,5.25,TRUE,35
TKT002310,CUST003775,Roaming Charges,2023-05-11,0.25,TRUE,45
TKT002311,CUST001863,Feature Confusion,2023-01-04,6.25,FALSE,0
TKT002312,CUST001486,Service Outage,2025-06-01,2.5,FALSE,0
TKT002313,CUST001359,Billing Error,2023-07-18,22,TRUE,25
TKT002314,CUST003316,Roaming Charges,2023-03-05,6.25,TRUE,45
TKT002315,CUST002101,Service Outage,2023-09-17,1.5,FALSE,0
TKT002316,CUST000307,Network Issue,2024-09-11,0.5,FALSE,0
TKT002317,CUST001758,Feature Confusion,2025-09-14,6.25,FALSE,0
TKT002318,CUST001260,Roaming Charges,2023-02-28,5.25,TRUE,45
TKT002319,CUST004705,Roaming Charges,2024-11-28,1.25,TRUE,45
TKT002320,CUST004840,Overage Surprise,2025-01-12,1.25,TRUE,35
TKT002321,CUST003331,Payment Failure,2025-08-01,5.25,TRUE,10
TKT002322,CUST000273,Payment Failure,2024-02-21,6.25,TRUE,10
TKT002323,CUST000450,Overage Surprise,2023-12-26,0.25,TRUE,35
TKT002324,CUST001624,Billing Error,2024-09-10,15,TRUE,25
TKT002325,CUST002319,Billing Error,2024-01-22,2,TRUE,25
TKT002326,CUST000663,Payment Failure,2024-11-20,1.25,TRUE,10
TKT002327,CUST003990,Feature Confusion,2023-12-30,5.25,FALSE,0
TKT002328,CUST000771,Feature Confusion,2024-09-19,6.25,FALSE,0
TKT002329,CUST004160,Account Security,2023-11-22,7.25,FALSE,0
TKT002330,CUST004206,Service Outage,2023-03-10,2.5,FALSE,0
TKT002331,CUST000699,Billing Error,2024-08-05,6,TRUE,25
TKT002332,CUST004698,Feature Confusion,2025-06-05,7.25,FALSE,0
TKT002333,CUST004905,Service Outage,2023-09-03,3.5,FALSE,0
TKT002334,CUST004494,Network Issue,2023-04-20,0.5,FALSE,0
TKT002335,CUST004255,Plan Optimization,2024-06-26,12,TRUE,15
TKT002336,CUST001072,Feature Confusion,2023-12-30,4.25,FALSE,0
TKT002337,CUST000257,Feature Confusion,2025-09-09,3.25,FALSE,0
TKT002338,CUST004303,Network Issue,2024-08-07,2.5,FALSE,0
TKT002339,CUST003004,Network Issue,2025-07-31,1.5,FALSE,0
TKT002340,CUST004862,Overage Surprise,2023-10-21,2.25,TRUE,35
TKT002341,CUST002570,Overage Surprise,2023-08-30,0.25,TRUE,35
TKT002342,CUST004183,Network Issue,2023-07-24,2.5,FALSE,0
TKT002343,CUST003504,Billing Error,2024-03-22,9,TRUE,25
TKT002344,CUST003161,Account Security,2024-07-13,3.25,FALSE,0
TKT002345,CUST001951,Payment Failure,2023-03-18,3.25,TRUE,10
TKT002346,CUST002393,Feature Confusion,2025-02-25,7.25,FALSE,0
TKT002347,CUST004980,Account Security,2024-12-16,7.25,FALSE,0
TKT002348,CUST001669,Network Issue,2024-10-09,1.5,FALSE,0
TKT002349,CUST000689,Payment Failure,2023-09-26,1.25,TRUE,10
TKT002350,CUST002229,Plan Optimization,2024-07-20,22,TRUE,15
TKT002351,CUST000980,Overage Surprise,2023-09-20,0.25,TRUE,35
TKT002352,CUST004695,Roaming Charges,2024-07-31,7.25,TRUE,45
TKT002353,CUST002394,Network Issue,2024-01-14,0.5,FALSE,0
TKT002354,CUST000072,Plan Optimization,2023-10-16,23,TRUE,15
TKT002355,CUST002271,Plan Optimization,2025-08-07,16,TRUE,15
TKT002356,CUST001386,Plan Optimization,2023-06-04,24,TRUE,15
TKT002357,CUST001943,Billing Error,2023-08-14,10,TRUE,25
TKT002358,CUST001057,Account Security,2023-05-14,0.25,FALSE,0
TKT002359,CUST004600,Billing Error,2023-02-12,24,TRUE,25
TKT002360,CUST003722,Feature Confusion,2023-10-22,4.25,FALSE,0
TKT002361,CUST000294,Account Security,2024-08-13,1.25,FALSE,0
TKT002362,CUST001625,Billing Error,2025-03-26,17,TRUE,25
TKT002363,CUST002706,Roaming Charges,2024-06-06,5.25,TRUE,45
TKT002364,CUST004337,Billing Error,2023-10-05,5,TRUE,25
TKT002365,CUST002403,Payment Failure,2023-08-16,5.25,TRUE,10
TKT002366,CUST000759,Payment Failure,2025-01-04,4.25,TRUE,10
TKT002367,CUST000937,Overage Surprise,2025-04-13,4.25,TRUE,35
TKT002368,CUST002145,Roaming Charges,2024-08-26,1.25,TRUE,45
TKT002369,CUST002463,Service Outage,2024-10-26,2.5,FALSE,0
TKT002370,CUST000209,Payment Failure,2025-04-18,0.25,TRUE,10
TKT002371,CUST001372,Roaming Charges,2023-06-14,2.25,TRUE,45
TKT002372,CUST002069,Network Issue,2024-01-06,2.5,FALSE,0
TKT002373,CUST004323,Payment Failure,2023-03-18,2.25,TRUE,10
TKT002374,CUST003435,Payment Failure,2024-07-27,2.25,TRUE,10
TKT002375,CUST000018,Feature Confusion,2024-05-30,4.25,FALSE,0
TKT002376,CUST003121,Roaming Charges,2025-01-10,1.25,TRUE,45
TKT002377,CUST000420,Plan Optimization,2024-12-26,15,TRUE,15
TKT002378,CUST001337,Account Security,2024-03-19,7.25,FALSE,0
TKT002379,CUST000573,Roaming Charges,2023-08-27,1.25,TRUE,45
TKT002380,CUST000278,Account Security,2024-02-19,4.25,FALSE,0
TKT002381,CUST000018,Account Security,2024-02-07,3.25,FALSE,0
TKT002382,CUST004505,Billing Error,2024-09-01,8,TRUE,25
TKT002383,CUST001241,Billing Error,2025-04-20,21,TRUE,25
TKT002384,CUST003893,Service Outage,2025-06-19,2.5,FALSE,0
TKT002385,CUST004500,Roaming Charges,2024-01-24,0.25,TRUE,45
TKT002386,CUST002826,Plan Optimization,2023-06-27,4,TRUE,15
TKT002387,CUST002988,Roaming Charges,2024-06-17,3.25,TRUE,45
TKT002388,CUST004906,Network Issue,2025-06-15,2.5,FALSE,0
TKT002389,CUST004426,Network Issue,2023-06-17,3.5,FALSE,0
TKT002390,CUST000399,Payment Failure,2023-05-23,4.25,TRUE,10
TKT002391,CUST000253,Roaming Charges,2023-02-27,1.25,TRUE,45
TKT002392,CUST001165,Plan Optimization,2024-12-15,3,TRUE,15
TKT002393,CUST002666,Roaming Charges,2023-09-17,3.25,TRUE,45
TKT002394,CUST000812,Service Outage,2024-01-09,1.5,FALSE,0
TKT002395,CUST004668,Service Outage,2024-08-03,2.5,FALSE,0
TKT002396,CUST004786,Network Issue,2025-03-02,0.5,FALSE,0
TKT002397,CUST003193,Network Issue,2023-08-27,1.5,FALSE,0
TKT002398,CUST001276,Roaming Charges,2025-05-08,0.25,TRUE,45
TKT002399,CUST001835,Overage Surprise,2024-09-05,2.25,TRUE,35
TKT002400,CUST001670,Plan Optimization,2024-08-10,14,TRUE,15
TKT002401,CUST004642,Roaming Charges,2023-03-06,7.25,TRUE,45
TKT002402,CUST000174,Account Security,2024-04-13,3.25,FALSE,0
TKT002403,CUST002008,Plan Optimization,2024-01-21,1,TRUE,15
TKT002404,CUST004182,Payment Failure,2023-11-14,4.25,TRUE,10
TKT002405,CUST004328,Roaming Charges,2023-10-09,2.25,TRUE,45
TKT002406,CUST002852,Roaming Charges,2023-08-02,0.25,TRUE,45
TKT002407,CUST000082,Overage Surprise,2023-11-03,4.25,TRUE,35
TKT002408,CUST004631,Service Outage,2023-06-28,2.5,FALSE,0
TKT002409,CUST000523,Network Issue,2025-07-08,0.5,FALSE,0
TKT002410,CUST001603,Feature Confusion,2024-05-17,1.25,FALSE,0
TKT002411,CUST000842,Service Outage,2025-09-05,0.5,FALSE,0
TKT002412,CUST002158,Service Outage,2024-07-18,2.5,FALSE,0
TKT002413,CUST000087,Overage Surprise,2023-11-27,6.25,TRUE,35
TKT002414,CUST001235,Plan Optimization,2023-07-03,6,TRUE,15
TKT002415,CUST002104,Billing Error,2025-06-12,4,TRUE,25
TKT002416,CUST001193,Roaming Charges,2025-09-11,5.25,TRUE,45
TKT002417,CUST001147,Roaming Charges,2023-12-19,3.25,TRUE,45
TKT002418,CUST000371,Payment Failure,2024-04-30,7.25,TRUE,10
TKT002419,CUST003068,Billing Error,2023-02-06,24,TRUE,25
TKT002420,CUST002689,Overage Surprise,2023-02-18,5.25,TRUE,35
TKT002421,CUST000374,Account Security,2024-08-20,3.25,FALSE,0
TKT002422,CUST004412,Service Outage,2023-10-05,0.5,FALSE,0
TKT002423,CUST000359,Network Issue,2023-01-18,1.5,FALSE,0
TKT002424,CUST001923,Network Issue,2025-02-27,0.5,FALSE,0
TKT002425,CUST002054,Roaming Charges,2023-05-15,2.25,TRUE,45
TKT002426,CUST000594,Payment Failure,2024-10-09,0.25,TRUE,10
TKT002427,CUST000281,Service Outage,2023-03-26,2.5,FALSE,0
TKT002428,CUST002608,Feature Confusion,2024-03-24,3.25,FALSE,0
TKT002429,CUST004386,Account Security,2023-02-24,2.25,FALSE,0
TKT002430,CUST004459,Feature Confusion,2024-01-14,0.25,FALSE,0
TKT002431,CUST000351,Feature Confusion,2024-06-05,7.25,FALSE,0
TKT002432,CUST004017,Service Outage,2023-08-05,2.5,FALSE,0
TKT002433,CUST004690,Payment Failure,2023-05-07,1.25,TRUE,10
TKT002434,CUST001505,Service Outage,2025-09-11,2.5,FALSE,0
TKT002435,CUST001669,Service Outage,2023-09-29,1.5,FALSE,0
TKT002436,CUST004357,Network Issue,2024-08-21,1.5,FALSE,0
TKT002437,CUST001732,Roaming Charges,2023-11-17,4.25,TRUE,45
TKT002438,CUST000361,Payment Failure,2024-01-31,5.25,TRUE,10
TKT002439,CUST002389,Billing Error,2025-01-04,24,TRUE,25
TKT002440,CUST002206,Billing Error,2023-04-28,15,TRUE,25
TKT002441,CUST004765,Network Issue,2024-05-20,0.5,FALSE,0
TKT002442,CUST002426,Billing Error,2023-05-27,2,TRUE,25
TKT002443,CUST001739,Account Security,2025-03-11,7.25,FALSE,0
TKT002444,CUST002880,Account Security,2024-06-22,5.25,FALSE,0
TKT002445,CUST002491,Roaming Charges,2024-01-26,7.25,TRUE,45
TKT002446,CUST002607,Account Security,2023-08-03,6.25,FALSE,0
TKT002447,CUST002144,Service Outage,2025-09-12,2.5,FALSE,0
TKT002448,CUST002011,Network Issue,2025-09-17,1.5,FALSE,0
